# WALLABY DR2 Rotation Curves (SPARC-compatible format)
# Generated for TMT calibration
#
# Columns: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
WALLABY_J001415         9.5     1.80   111.51  12.91    30.05    28.03     0.47
WALLABY_J001415         9.5     2.13   130.10  10.98    32.56    30.37     0.34
WALLABY_J001415         9.5     2.45   102.88  10.96    34.58    32.25     0.24
WALLABY_J001415         9.5     2.78    93.27   9.42    36.22    33.78     0.17
WALLABY_J001415         9.5     3.10   114.48  11.97    37.58    35.05     0.12
WALLABY_J001415         9.5     3.43    87.85  10.08    38.72    36.12     0.08
WALLABY_J001415         9.5     3.75    94.62   9.12    39.69    37.02     0.06
WALLABY_J001415         9.5     4.08   104.73  14.54    40.52    37.79     0.04
WALLABY_J001415         9.5     4.40   104.36   9.63    41.24    38.46     0.03
WALLABY_J001415         9.5     4.73   106.26   8.65    41.87    39.05     0.02
WALLABY_J001415         9.5     5.05   132.24  12.51    42.42    39.56     0.01
WALLABY_J001415         9.5     5.38   105.62  11.59    42.91    40.02     0.01
WALLABY_J001415         9.5     5.70    99.49   8.91    43.34    40.43     0.01
WALLABY_J001415         9.5     6.03    98.18  10.07    43.74    40.79     0.00
WALLABY_J001415         9.5     6.35    99.36  11.57    44.09    41.12     0.00
WALLABY_J001415         9.5     6.68    91.70  10.65    44.41    41.42     0.00
WALLABY_J001415         9.5     7.00   111.25  11.80    44.70    41.69     0.00
WALLABY_J001415         9.5     7.33   107.72  10.22    44.97    41.94     0.00
WALLABY_J001415         9.5     7.65   110.17  11.87    45.22    42.17     0.00
WALLABY_J001415         9.5     7.98   112.33   9.61    45.44    42.38     0.00
WALLABY_J001415         9.5     8.30   110.17   8.94    45.65    42.58     0.00
WALLABY_J001415         9.5     8.63    87.59  12.34    45.84    42.76     0.00
WALLABY_J001419         5.8     0.50   113.48   6.78    12.22    11.34     0.97
WALLABY_J001419         5.8     0.90   110.74  12.81    20.39    18.93     1.01
WALLABY_J001419         5.8     1.30   133.49   9.73    26.74    24.82     0.83
WALLABY_J001419         5.8     1.70   114.86  11.44    31.54    29.27     0.61
WALLABY_J001419         5.8     2.11    92.59  12.79    35.17    32.64     0.42
WALLABY_J001419         5.8     2.51   101.44   8.90    37.96    35.23     0.28
WALLABY_J001419         5.8     2.91   132.60  11.68    40.15    37.26     0.19
WALLABY_J001419         5.8     3.31   111.36   8.16    41.90    38.88     0.12
WALLABY_J001419         5.8     3.71   121.93   7.99    43.32    40.21     0.08
WALLABY_J001419         5.8     4.11   111.53  10.29    44.50    41.30     0.05
WALLABY_J001419         5.8     4.51   119.60  10.46    45.49    42.22     0.03
WALLABY_J001419         5.8     4.91   109.65  12.71    46.33    43.00     0.02
WALLABY_J001419         5.8     5.32   114.38   7.83    47.05    43.67     0.01
WALLABY_J001419         5.8     5.72   120.88  11.96    47.68    44.25     0.01
WALLABY_J001419         5.8     6.12   102.97   9.95    48.23    44.76     0.01
WALLABY_J001419         5.8     6.52   118.50  10.50    48.71    45.21     0.00
WALLABY_J001419         5.8     6.92   116.78   6.49    49.14    45.61     0.00
WALLABY_J001419         5.8     7.32    99.56  10.32    49.53    45.97     0.00
WALLABY_J001419         5.8     7.72   148.32  12.25    49.88    46.29     0.00
WALLABY_J001425        34.0     0.50    53.22   8.24     7.60    19.48     0.20
WALLABY_J001425        34.0     0.60    43.87   8.36     8.27    21.19     0.13
WALLABY_J001425        34.0     0.71    46.01  10.65     8.78    22.50     0.08
WALLABY_J001425        34.0     0.81    62.65   7.61     9.18    23.54     0.05
WALLABY_J001425        34.0     0.92    30.33   8.53     9.51    24.37     0.03
WALLABY_J001425        34.0     1.02    34.04  10.60     9.77    25.05     0.02
WALLABY_J001425        34.0     1.13    42.80   6.37     9.99    25.61     0.01
WALLABY_J001425        34.0     1.23    59.26   5.29    10.18    26.09     0.01
WALLABY_J001425        34.0     1.33    58.44   7.90    10.34    26.50     0.00
WALLABY_J001425        34.0     1.44    45.71   7.26    10.48    26.85     0.00
WALLABY_J001425        34.0     1.54    49.54   7.47    10.60    27.16     0.00
WALLABY_J001425        34.0     1.65    53.95   6.81    10.70    27.43     0.00
WALLABY_J001425        34.0     1.75    59.16   5.97    10.79    27.67     0.00
WALLABY_J001425        34.0     1.86    43.42   9.52    10.88    27.88     0.00
WALLABY_J001425        34.0     1.96    54.08   7.61    10.95    28.07     0.00
WALLABY_J001425        34.0     2.07    48.88  12.14    11.02    28.24     0.00
WALLABY_J001425        34.0     2.17    52.49   5.57    11.08    28.40     0.00
WALLABY_J001425        34.0     2.27    42.61  11.67    11.14    28.54     0.00
WALLABY_J001425        34.0     2.38    54.79   8.24    11.19    28.67     0.00
WALLABY_J001434        29.0     0.50    87.83   7.87    13.22    13.46     0.80
WALLABY_J001434        29.0     0.85    90.11   9.63    19.72    20.06     0.63
WALLABY_J001434        29.0     1.19    99.79  12.56    24.17    24.60     0.40
WALLABY_J001434        29.0     1.54    85.71  11.53    27.26    27.73     0.24
WALLABY_J001434        29.0     1.89    86.56  12.22    29.46    29.98     0.14
WALLABY_J001434        29.0     2.24    97.73  10.07    31.09    31.64     0.08
WALLABY_J001434        29.0     2.58    78.26  11.71    32.34    32.91     0.04
WALLABY_J001434        29.0     2.93    89.51   5.84    33.32    33.91     0.02
WALLABY_J001434        29.0     3.28    92.24   6.05    34.11    34.71     0.01
WALLABY_J001434        29.0     3.63    86.04   7.43    34.76    35.37     0.01
WALLABY_J001434        29.0     3.97    95.30   7.57    35.30    35.92     0.00
WALLABY_J001434        29.0     4.32    78.91  11.54    35.76    36.39     0.00
WALLABY_J001434        29.0     4.67    98.82   6.42    36.15    36.79     0.00
WALLABY_J001434        29.0     5.01    86.67   6.73    36.49    37.13     0.00
WALLABY_J001435        82.7     0.50   111.03   9.97    13.93    13.48     0.94
WALLABY_J001435        82.7     0.85   106.71  10.29    21.33    20.64     0.85
WALLABY_J001435        82.7     1.19   125.13   7.48    26.78    25.92     0.62
WALLABY_J001435        82.7     1.54   108.36  10.16    30.75    29.76     0.42
WALLABY_J001435        82.7     1.88   130.84  10.44    33.69    32.60     0.27
WALLABY_J001435        82.7     2.23    99.93   8.44    35.92    34.76     0.17
WALLABY_J001435        82.7     2.57   102.42  10.47    37.65    36.43     0.10
WALLABY_J001435        82.7     2.92   113.58  10.39    39.03    37.77     0.06
WALLABY_J001435        82.7     3.26    75.93   9.90    40.15    38.85     0.04
WALLABY_J001435        82.7     3.61   102.84  11.85    41.07    39.74     0.02
WALLABY_J001435        82.7     3.95   120.51  12.37    41.84    40.49     0.01
WALLABY_J001435        82.7     4.30   100.94  12.46    42.50    41.12     0.01
WALLABY_J001435        82.7     4.64   105.68   8.56    43.07    41.67     0.00
WALLABY_J001435        82.7     4.99    90.04   9.91    43.56    42.15     0.00
WALLABY_J001435        82.7     5.33   103.10   6.34    43.99    42.56     0.00
WALLABY_J001435        82.7     5.68    96.09  11.65    44.37    42.93     0.00
WALLABY_J001435        82.7     6.02   114.70  11.98    44.70    43.26     0.00
WALLABY_J001435        82.7     6.37   115.79  12.50    45.01    43.55     0.00
WALLABY_J001435        82.7     6.71    94.54  14.00    45.28    43.81     0.00
WALLABY_J001435        82.7     7.06    93.92  12.42    45.52    44.05     0.00
WALLABY_J001441        26.3     0.50   131.68  12.98    11.67    10.62     1.07
WALLABY_J001441        26.3     1.20   149.00   9.79    25.58    23.29     1.28
WALLABY_J001441        26.3     1.90   148.05  10.46    35.71    32.51     0.97
WALLABY_J001441        26.3     2.60   146.85   9.76    42.76    38.92     0.63
WALLABY_J001441        26.3     3.30   140.92   8.18    47.73    43.45     0.38
WALLABY_J001441        26.3     4.00   135.88  13.06    51.35    46.74     0.22
WALLABY_J001441        26.3     4.70   144.09   9.81    54.07    49.22     0.13
WALLABY_J001441        26.3     5.41   156.10  10.77    56.17    51.13     0.07
WALLABY_J001441        26.3     6.11   165.07  12.36    57.84    52.65     0.04
WALLABY_J001441        26.3     6.81   158.92  11.91    59.19    53.88     0.02
WALLABY_J001441        26.3     7.51   151.18  10.86    60.31    54.90     0.01
WALLABY_J001441        26.3     8.21   160.74  15.32    61.25    55.75     0.01
WALLABY_J001441        26.3     8.91   134.78   9.23    62.04    56.48     0.00
WALLABY_J001441        26.3     9.61   139.04   9.32    62.73    57.10     0.00
WALLABY_J001441        26.3    10.31   152.61  13.20    63.32    57.64     0.00
WALLABY_J001441        26.3    11.01   144.38  11.03    63.85    58.12     0.00
WALLABY_J001441        26.3    11.71   149.38  10.95    64.31    58.54     0.00
WALLABY_J001443        88.7     0.50    57.98   8.59     8.02    15.81     0.26
WALLABY_J001443        88.7     0.69    51.49   6.50     9.40    18.54     0.14
WALLABY_J001443        88.7     0.88    59.52   6.77    10.32    20.35     0.07
WALLABY_J001443        88.7     1.07    54.96   2.71    10.96    21.62     0.03
WALLABY_J001443        88.7     1.26    49.91   5.97    11.43    22.54     0.02
WALLABY_J001443        88.7     1.46    51.51   8.50    11.79    23.25     0.01
WALLABY_J001443        88.7     1.65    53.93   6.08    12.07    23.80     0.00
WALLABY_J001443        88.7     1.84    48.59   6.51    12.30    24.25     0.00
WALLABY_J001443        88.7     2.03    59.37   6.85    12.48    24.61     0.00
WALLABY_J001443        88.7     2.22    39.55   7.87    12.64    24.91     0.00
WALLABY_J001443        88.7     2.41    52.96  10.79    12.77    25.17     0.00
WALLABY_J001443        88.7     2.60    40.55   7.32    12.88    25.39     0.00
WALLABY_J001443        88.7     2.79    48.73  13.24    12.97    25.58     0.00
WALLABY_J001443        88.7     2.98    39.94  12.63    13.06    25.75     0.00
WALLABY_J001443        88.7     3.17    48.64  10.74    13.13    25.90     0.00
WALLABY_J001446        42.2     0.50    54.52   7.53     8.69    10.13     0.43
WALLABY_J001446        42.2     0.68    51.67   4.02    10.74    12.53     0.35
WALLABY_J001446        42.2     0.85    45.57   8.36    12.34    14.39     0.26
WALLABY_J001446        42.2     1.03    50.49  10.59    13.58    15.85     0.19
WALLABY_J001446        42.2     1.20    39.85  10.68    14.57    17.00     0.13
WALLABY_J001446        42.2     1.38    55.63   5.37    15.36    17.92     0.09
WALLABY_J001446        42.2     1.56    45.70   5.18    16.00    18.67     0.06
WALLABY_J001446        42.2     1.73    45.58   9.11    16.53    19.29     0.04
WALLABY_J001446        42.2     1.91    57.95   7.66    16.98    19.81     0.03
WALLABY_J001446        42.2     2.08    47.16   7.40    17.36    20.26     0.02
WALLABY_J001446        42.2     2.26    46.41   4.94    17.69    20.64     0.01
WALLABY_J001446        42.2     2.44    52.46   7.79    17.97    20.97     0.01
WALLABY_J001446        42.2     2.61    67.69   9.28    18.22    21.25     0.01
WALLABY_J001446        42.2     2.79    58.02   6.01    18.44    21.51     0.00
WALLABY_J001450        38.6     0.50   105.71   8.12    13.72    13.13     0.96
WALLABY_J001450        38.6     0.98   118.59   8.81    23.50    22.49     0.82
WALLABY_J001450        38.6     1.45    99.77   9.65    30.02    28.73     0.52
WALLABY_J001450        38.6     1.93    99.62   8.14    34.37    32.89     0.30
WALLABY_J001450        38.6     2.41   116.10  12.85    37.38    35.77     0.16
WALLABY_J001450        38.6     2.88   120.73  10.82    39.55    37.85     0.08
WALLABY_J001450        38.6     3.36   115.55  11.05    41.18    39.41     0.04
WALLABY_J001450        38.6     3.84   119.99  10.98    42.44    40.62     0.02
WALLABY_J001450        38.6     4.31    96.81  13.57    43.45    41.58     0.01
WALLABY_J001450        38.6     4.79   107.37  14.46    44.26    42.36     0.01
WALLABY_J001450        38.6     5.27    92.81   9.86    44.94    43.01     0.00
WALLABY_J001450        38.6     5.74    94.66  11.48    45.50    43.55     0.00
WALLABY_J001450        38.6     6.22   122.65   9.82    45.99    44.02     0.00
WALLABY_J001450        38.6     6.70   103.87  12.19    46.41    44.41     0.00
WALLABY_J001450        38.6     7.17   132.97  13.25    46.77    44.76     0.00
WALLABY_J001450        38.6     7.65   110.10  10.41    47.09    45.07     0.00
WALLABY_J001450        38.6     8.13   105.65  12.31    47.37    45.34     0.00
WALLABY_J001451        28.2     0.50   168.05  13.79    12.36    11.19     1.21
WALLABY_J001451        28.2     1.24   166.04  14.11    28.47    25.80     1.62
WALLABY_J001451        28.2     1.98   191.98  14.65    40.82    36.98     1.34
WALLABY_J001451        28.2     2.72   199.08  11.34    49.78    45.10     0.95
WALLABY_J001451        28.2     3.46   184.55  14.22    56.28    50.99     0.62
WALLABY_J001451        28.2     4.20   198.10  13.93    61.10    55.35     0.39
WALLABY_J001451        28.2     4.94   175.50  14.94    64.76    58.67     0.24
WALLABY_J001451        28.2     5.68   190.06  16.01    67.62    61.26     0.15
WALLABY_J001451        28.2     6.42   183.87  13.56    69.90    63.32     0.09
WALLABY_J001451        28.2     7.16   187.43  15.04    71.75    65.00     0.05
WALLABY_J001451        28.2     7.90   169.90  11.32    73.29    66.40     0.03
WALLABY_J001451        28.2     8.64   136.80  18.02    74.58    67.57     0.02
WALLABY_J001451        28.2     9.38   204.51  17.11    75.68    68.56     0.01
WALLABY_J001451        28.2    10.12   177.20  13.36    76.63    69.42     0.01
WALLABY_J001451        28.2    10.86   154.01  14.24    77.45    70.17     0.00
WALLABY_J001451        28.2    11.60   180.44   9.68    78.18    70.82     0.00
WALLABY_J001451        28.2    12.34   186.33  15.37    78.82    71.40     0.00
WALLABY_J001451        28.2    13.08   181.20  12.56    79.39    71.92     0.00
WALLABY_J001451        28.2    13.82   183.42  10.77    79.90    72.38     0.00
WALLABY_J001451        28.2    14.56   182.02  14.72    80.36    72.80     0.00
WALLABY_J001453        30.0     0.50   185.61  10.16    11.72    10.60     1.19
WALLABY_J001453        30.0     2.04   214.39  13.37    40.57    36.68     1.48
WALLABY_J001453        30.0     3.57   197.48  12.76    56.97    51.52     0.74
WALLABY_J001453        30.0     5.11   195.61  13.25    66.18    59.84     0.31
WALLABY_J001453        30.0     6.65   153.44  17.67    71.82    64.94     0.12
WALLABY_J001453        30.0     8.18   160.31  13.21    75.57    68.33     0.05
WALLABY_J001453        30.0     9.72   168.14  12.70    78.22    70.73     0.02
WALLABY_J001453        30.0    11.26   191.66  14.42    80.18    72.51     0.01
WALLABY_J001453        30.0    12.79   198.68  13.39    81.70    73.87     0.00
WALLABY_J001453        30.0    14.33   196.93  15.62    82.90    74.96     0.00
WALLABY_J001453        30.0    15.86   189.14  14.92    83.87    75.84     0.00
WALLABY_J001453        30.0    17.40   204.96  18.14    84.67    76.57     0.00
WALLABY_J001454        73.8     0.50   111.33  12.02    13.10    12.24     1.01
WALLABY_J001454        73.8     1.46   134.49  11.67    30.30    28.29     0.71
WALLABY_J001454        73.8     2.41   138.59  12.52    38.93    36.36     0.27
WALLABY_J001454        73.8     3.37   114.66  11.56    43.60    40.72     0.09
WALLABY_J001454        73.8     4.33   129.49  11.43    46.45    43.37     0.03
WALLABY_J001454        73.8     5.28   102.75   9.70    48.33    45.14     0.01
WALLABY_J001454        73.8     6.24   104.72  11.32    49.67    46.39     0.00
WALLABY_J001454        73.8     7.20   117.46  10.22    50.67    47.32     0.00
WALLABY_J001454        73.8     8.15   108.74   8.77    51.44    48.04     0.00
WALLABY_J001454        73.8     9.11   122.41  11.50    52.05    48.61     0.00
WALLABY_J001454        73.8    10.07   120.63   8.86    52.55    49.08     0.00
WALLABY_J001454        73.8    11.02   117.57  10.82    52.97    49.46     0.00
WALLABY_J001454        73.8    11.98   142.17  10.17    53.31    49.79     0.00
WALLABY_J001455        43.1     0.50    53.98   4.43     7.29    18.03     0.20
WALLABY_J001455        43.1     0.60    46.04   5.83     7.92    19.60     0.13
WALLABY_J001455        43.1     0.70    50.02  10.31     8.42    20.83     0.09
WALLABY_J001455        43.1     0.81    34.75   6.58     8.81    21.80     0.06
WALLABY_J001455        43.1     0.91    49.87   6.08     9.13    22.59     0.04
WALLABY_J001455        43.1     1.01    42.68   7.24     9.39    23.24     0.02
WALLABY_J001455        43.1     1.11    40.73   9.31     9.61    23.78     0.01
WALLABY_J001455        43.1     1.21    48.44   7.00     9.79    24.23     0.01
WALLABY_J001455        43.1     1.31    45.20  10.43     9.95    24.62     0.01
WALLABY_J001455        43.1     1.42    42.88   5.65    10.09    24.96     0.00
WALLABY_J001455        43.1     1.52    58.34   5.41    10.21    25.26     0.00
WALLABY_J001455        43.1     1.62    51.13   8.44    10.31    25.52     0.00
WALLABY_J001455        43.1     1.72    52.29   6.10    10.41    25.75     0.00
WALLABY_J001455        43.1     1.82    45.11   8.45    10.49    25.96     0.00
WALLABY_J001455        43.1     1.92    49.15  12.08    10.57    26.14     0.00
WALLABY_J001455        43.1     2.03    39.55   4.96    10.63    26.31     0.00
WALLABY_J001455        43.1     2.13    40.96   8.15    10.69    26.46     0.00
WALLABY_J001464        32.4     0.50   107.80  11.21    13.86    15.40     0.72
WALLABY_J001464        32.4     0.69    84.32   7.60    17.59    19.54     0.60
WALLABY_J001464        32.4     0.89    82.80  12.12    20.47    22.75     0.45
WALLABY_J001464        32.4     1.08    98.39   9.30    22.71    25.23     0.33
WALLABY_J001464        32.4     1.27    82.57  10.22    24.47    27.19     0.23
WALLABY_J001464        32.4     1.47    94.62  12.17    25.87    28.75     0.16
WALLABY_J001464        32.4     1.66    86.04  10.74    27.01    30.01     0.11
WALLABY_J001464        32.4     1.85    92.43   9.20    27.95    31.05     0.07
WALLABY_J001464        32.4     2.05    89.65   7.85    28.73    31.92     0.05
WALLABY_J001464        32.4     2.24    78.07  14.61    29.39    32.66     0.03
WALLABY_J001464        32.4     2.43    69.91   7.62    29.96    33.29     0.02
WALLABY_J001464        32.4     2.63    67.50   9.83    30.45    33.83     0.01
WALLABY_J001464        32.4     2.82    65.15  10.22    30.88    34.31     0.01
WALLABY_J001464        32.4     3.01    83.02  10.31    31.25    34.73     0.01
WALLABY_J001466        26.1     0.50   208.00  15.27    12.44    11.25     1.26
WALLABY_J001466        26.1     1.13   181.94  16.71    26.73    24.17     1.78
WALLABY_J001466        26.1     1.76   179.15  16.01    38.61    34.92     1.69
WALLABY_J001466        26.1     2.39   209.82  16.81    48.02    43.42     1.38
WALLABY_J001466        26.1     3.02   210.36  15.83    55.33    50.04     1.05
WALLABY_J001466        26.1     3.65   193.13  14.36    61.05    55.21     0.76
WALLABY_J001466        26.1     4.28   221.22  14.79    65.57    59.29     0.53
WALLABY_J001466        26.1     4.91   195.14  13.30    69.19    62.57     0.37
WALLABY_J001466        26.1     5.54   195.87  15.46    72.15    65.24     0.25
WALLABY_J001466        26.1     6.16   199.62  11.83    74.60    67.46     0.17
WALLABY_J001466        26.1     6.79   195.88  17.13    76.65    69.31     0.12
WALLABY_J001466        26.1     7.42   216.76  13.09    78.39    70.89     0.08
WALLABY_J001466        26.1     8.05   184.10  15.31    79.89    72.24     0.05
WALLABY_J001466        26.1     8.68   188.24  15.65    81.18    73.41     0.03
WALLABY_J001466        26.1     9.31   179.40  17.33    82.32    74.44     0.02
WALLABY_J001466        26.1     9.94   221.97  11.64    83.32    75.34     0.02
WALLABY_J001466        26.1    10.57   195.39  14.35    84.21    76.14     0.01
WALLABY_J001466        26.1    11.20   187.67  16.10    85.00    76.86     0.01
WALLABY_J001466        26.1    11.83   194.73  18.50    85.71    77.50     0.00
WALLABY_J001466        26.1    12.46   212.72  14.92    86.35    78.09     0.00
WALLABY_J001466        26.1    13.09   209.21  13.81    86.94    78.61     0.00
WALLABY_J001466        26.1    13.72   189.08  19.06    87.47    79.09     0.00
WALLABY_J001466        26.1    14.35   193.41  16.61    87.95    79.53     0.00
WALLABY_J001466        26.1    14.98   174.21  17.75    88.40    79.94     0.00
WALLABY_J001466        26.1    15.61   201.79  12.58    88.81    80.31     0.00
WALLABY_J001469        13.8     0.50    95.99   9.35    13.27    12.68     0.93
WALLABY_J001469        13.8     1.11   100.02  12.77    24.85    23.75     0.72
WALLABY_J001469        13.8     1.73   115.56   9.32    31.73    30.33     0.37
WALLABY_J001469        13.8     2.34   117.85   7.70    35.93    34.34     0.17
WALLABY_J001469        13.8     2.95   107.65  10.88    38.67    36.96     0.08
WALLABY_J001469        13.8     3.57   100.92   7.41    40.57    38.78     0.03
WALLABY_J001469        13.8     4.18    86.67  13.22    41.97    40.11     0.01
WALLABY_J001469        13.8     4.79    99.93  11.09    43.03    41.12     0.01
WALLABY_J001469        13.8     5.40    97.85   6.04    43.85    41.92     0.00
WALLABY_J001469        13.8     6.02   102.91  11.03    44.52    42.55     0.00
WALLABY_J001469        13.8     6.63   104.82   9.52    45.07    43.08     0.00
WALLABY_J001469        13.8     7.24   107.77  12.82    45.53    43.51     0.00
WALLABY_J001469        13.8     7.86   106.39   9.99    45.92    43.88     0.00
WALLABY_J001469        13.8     8.47    86.05  10.03    46.25    44.20     0.00
WALLABY_J001469        13.8     9.08    96.29   9.47    46.54    44.48     0.00
WALLABY_J001469        13.8     9.70    96.27   9.68    46.79    44.72     0.00
WALLABY_J001469        13.8    10.31   102.65   6.10    47.01    44.93     0.00
WALLABY_J001469        13.8    10.92   106.31   9.13    47.21    45.12     0.00
WALLABY_J001488        46.7     0.50    18.72   5.88     4.65    10.25     0.14
WALLABY_J001488        46.7     0.58    32.19   6.69     5.00    11.03     0.10
WALLABY_J001488        46.7     0.66    30.46   7.64     5.30    11.68     0.08
WALLABY_J001488        46.7     0.74    29.47   4.05     5.54    12.21     0.06
WALLABY_J001488        46.7     0.82    30.28   7.73     5.74    12.67     0.04
WALLABY_J001488        46.7     0.90    31.62   3.11     5.92    13.05     0.03
WALLABY_J001488        46.7     0.98    32.99   6.47     6.07    13.38     0.02
WALLABY_J001488        46.7     1.06    28.96   5.79     6.20    13.67     0.02
WALLABY_J001488        46.7     1.14    32.73   3.88     6.31    13.92     0.01
WALLABY_J001488        46.7     1.22    27.73   9.88     6.41    14.14     0.01
WALLABY_J001488        46.7     1.30    30.64   6.83     6.50    14.34     0.01
WALLABY_J001488        46.7     1.38    36.01   5.19     6.58    14.51     0.00
WALLABY_J001488        46.7     1.47    38.05   6.78     6.65    14.67     0.00
WALLABY_J001488        46.7     1.55    42.02  11.47     6.72    14.81     0.00
WALLABY_J001488        46.7     1.63    25.38   4.51     6.77    14.94     0.00
WALLABY_J001488        46.7     1.71    33.33   7.82     6.83    15.05     0.00
WALLABY_J001488        46.7     1.79    32.16   4.67     6.87    15.16     0.00
WALLABY_J001488        46.7     1.87    43.19   7.46     6.92    15.26     0.00
WALLABY_J001488        46.7     1.95    34.11   5.18     6.96    15.35     0.00
WALLABY_J001488        46.7     2.03    26.13   6.17     7.00    15.43     0.00
WALLABY_J001488        46.7     2.11    27.40   6.82     7.03    15.51     0.00
WALLABY_J001488        46.7     2.19    10.00   9.14     7.07    15.58     0.00
WALLABY_J001488        46.7     2.27    29.73   3.55     7.10    15.65     0.00
WALLABY_J001488        46.7     2.35    26.34   9.90     7.12    15.71     0.00
WALLABY_J001494         9.4     0.50   143.33  13.58    11.49    10.42     1.11
WALLABY_J001494         9.4     1.15   152.22  14.40    24.68    22.37     1.46
WALLABY_J001494         9.4     1.79   153.22  15.96    35.07    31.80     1.26
WALLABY_J001494         9.4     2.44   147.66  10.13    42.87    38.87     0.94
WALLABY_J001494         9.4     3.09   173.41  14.98    48.68    44.13     0.65
WALLABY_J001494         9.4     3.73   163.18   9.20    53.07    48.12     0.43
WALLABY_J001494         9.4     4.38   181.88  10.82    56.46    51.19     0.28
WALLABY_J001494         9.4     5.03   170.32  12.66    59.13    53.61     0.18
WALLABY_J001494         9.4     5.67   166.30  13.06    61.28    55.56     0.11
WALLABY_J001494         9.4     6.32   187.25  16.15    63.04    57.16     0.07
WALLABY_J001494         9.4     6.97   152.52  13.20    64.51    58.49     0.04
WALLABY_J001494         9.4     7.61   138.36  13.03    65.75    59.61     0.03
WALLABY_J001494         9.4     8.26   174.71  13.48    66.81    60.57     0.02
WALLABY_J001494         9.4     8.91   168.43  15.38    67.72    61.40     0.01
WALLABY_J001494         9.4     9.55   160.48  11.67    68.52    62.13     0.01
WALLABY_J001494         9.4    10.20   157.33   9.82    69.22    62.76     0.00
WALLABY_J001494         9.4    10.85   152.38  13.29    69.84    63.32     0.00
WALLABY_J001494         9.4    11.49   161.93  13.27    70.39    63.82     0.00
WALLABY_J001494         9.4    12.14   164.71  12.74    70.89    64.27     0.00
WALLABY_J001494         9.4    12.79   173.50  16.38    71.33    64.68     0.00
WALLABY_J001494         9.4    13.44   140.82  14.79    71.74    65.05     0.00
WALLABY_J001494         9.4    14.08   172.35   9.30    72.11    65.38     0.00
WALLABY_J001494         9.4    14.73   159.64  12.10    72.45    65.69     0.00
WALLABY_J001494         9.4    15.38   162.93  14.10    72.76    65.97     0.00
WALLABY_J001494         9.4    16.02   151.69  13.94    73.04    66.23     0.00
WALLABY_J001494         9.4    16.67   169.14  15.31    73.30    66.47     0.00
WALLABY_J001494         9.4    17.32   191.68  16.12    73.55    66.69     0.00
WALLABY_J001494         9.4    17.96   173.02  13.91    73.77    66.89     0.00
WALLABY_J001494         9.4    18.61   155.70  14.32    73.99    67.08     0.00
WALLABY_J001496        14.4     0.50   166.50  13.17    11.07    10.03     1.08
WALLABY_J001496        14.4     0.98   159.08  13.40    20.74    18.80     1.41
WALLABY_J001496        14.4     1.46   147.73  14.39    29.02    26.30     1.38
WALLABY_J001496        14.4     1.93   171.04  11.19    35.83    32.47     1.19
WALLABY_J001496        14.4     2.41   178.42  15.08    41.35    37.47     0.96
WALLABY_J001496        14.4     2.89   135.35  14.61    45.80    41.51     0.75
WALLABY_J001496        14.4     3.37   147.64  13.45    49.42    44.79     0.56
WALLABY_J001496        14.4     3.85   157.22  13.91    52.39    47.48     0.42
WALLABY_J001496        14.4     4.32   151.31  15.30    54.86    49.71     0.30
WALLABY_J001496        14.4     4.80   165.63  11.78    56.92    51.59     0.22
WALLABY_J001496        14.4     5.28   185.73  14.29    58.68    53.18     0.16
WALLABY_J001496        14.4     5.76   153.16  16.46    60.19    54.54     0.11
WALLABY_J001496        14.4     6.24   181.91  14.25    61.49    55.72     0.08
WALLABY_J001496        14.4     6.71   141.04  12.53    62.63    56.75     0.06
WALLABY_J001496        14.4     7.19   167.46  17.61    63.62    57.66     0.04
WALLABY_J001496        14.4     7.67   151.44  13.43    64.51    58.46     0.03
WALLABY_J001496        14.4     8.15   166.96  15.77    65.30    59.18     0.02
WALLABY_J001496        14.4     8.62   138.13  12.13    66.01    59.82     0.01
WALLABY_J001496        14.4     9.10   140.01  15.11    66.64    60.40     0.01
WALLABY_J001496        14.4     9.58   165.08  11.88    67.22    60.92     0.01
WALLABY_J001496        14.4    10.06   150.85  13.62    67.75    61.40     0.01
WALLABY_J001496        14.4    10.54   155.63  11.76    68.23    61.83     0.00
WALLABY_J001496        14.4    11.01   190.23  16.77    68.67    62.23     0.00
WALLABY_J001496        14.4    11.49   161.16  12.53    69.07    62.60     0.00
WALLABY_J001496        14.4    11.97   169.13  10.76    69.44    62.93     0.00
WALLABY_J001496        14.4    12.45   149.44  13.16    69.79    63.25     0.00
WALLABY_J001499        25.4     0.50   129.98   9.21    13.11    12.28     1.00
WALLABY_J001499        25.4     0.79   111.02  12.75    19.43    18.20     1.02
WALLABY_J001499        25.4     1.07   105.80   8.85    24.64    23.09     0.90
WALLABY_J001499        25.4     1.36    99.78  13.17    28.84    27.02     0.73
WALLABY_J001499        25.4     1.65   106.64  10.37    32.22    30.18     0.56
WALLABY_J001499        25.4     1.94    98.04   7.19    34.94    32.73     0.42
WALLABY_J001499        25.4     2.22   112.71  12.27    37.15    34.81     0.31
WALLABY_J001499        25.4     2.51   122.15  10.23    38.98    36.52     0.22
WALLABY_J001499        25.4     2.80   118.33  11.52    40.51    37.95     0.16
WALLABY_J001499        25.4     3.08   111.90   9.53    41.80    39.16     0.12
