# SPARC Rotation Curves from VizieR (J/AJ/152/157)
# Reference: Lelli, McGaugh & Schombert (2016), AJ, 152, 157
# Format: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
NGC3741                 3.2     1.87    31.00   2.20     9.41     8.25     0.00
NGC3741                 3.2     2.10    32.50   2.19     9.55     7.73     0.00
NGC3741                 3.2     2.33    33.00   2.19    10.05     7.30     0.00
NGC3741                 3.2     2.57    36.50   2.20    10.65     6.92     0.00
NGC3741                 3.2     2.80    38.90   2.21    11.28     6.62     0.00
NGC3741                 3.2     3.26    41.50   2.21    12.00     6.11     0.00
NGC3741                 3.2     3.73    42.70   2.20    12.41     5.70     0.00
NGC3741                 3.2     4.21    44.70   2.22    13.14     5.36     0.00
NGC3741                 3.2     4.67    46.70   2.24    13.55     5.09     0.00
NGC3741                 3.2     5.14    48.50   2.27    13.86     4.84     0.00
NGC3741                 3.2     5.61    50.00   2.32    13.86     4.63     0.00
NGC3741                 3.2     6.07    50.20   2.40    13.76     4.45     0.00
NGC3741                 3.2     6.54    50.10   2.57    13.55     4.29     0.00
NGC3741                 3.2     7.00    51.60   3.24    13.34     4.14     0.00
NGC3769                18.0     1.74    87.50   9.40    11.85   126.23     0.00
NGC3769                18.0     3.50   106.00   7.10    22.09   136.20     0.00
NGC3769                18.0     5.24   116.00   5.30    28.99   123.81     0.00
NGC3769                18.0     6.98   125.00   5.70    34.81   109.91     0.00
NGC3769                18.0     8.72   126.00   4.40    36.96    98.62     0.00
NGC3769                18.0    10.47   123.00   4.40    36.75    89.83     0.00
NGC3769                18.0    12.31   118.00   4.60    34.70    83.14     0.00
NGC3769                18.0    14.52   115.00   6.40    34.16    76.18     0.00
NGC3769                18.0    17.07   122.00  15.20    34.92    70.20     0.00
NGC3769                18.0    31.82   121.00  10.20    33.73    50.64     0.00
NGC3769                18.0    34.61   118.00  10.40    32.54    48.51     0.00
NGC3769                18.0    37.16   113.00  10.50    31.57    46.75     0.00
NGC3877                18.0     0.87    37.80   9.00     0.00   101.87     0.00
NGC3877                18.0     1.74    80.10   9.00     0.00   114.98     0.00
NGC3877                18.0     2.61   121.00   8.50     0.00   122.00     0.00
NGC3877                18.0     3.50   142.00   7.30     8.66   132.74     0.00
NGC3877                18.0     4.37   153.00   6.20    14.44   143.94     0.00
NGC3877                18.0     5.24   160.00   5.30    18.43   159.88     0.00
NGC3877                18.0     6.11   162.00   5.30    22.09   181.37     0.00
NGC3877                18.0     6.98   167.00   4.50    25.11   193.57     0.00
NGC3877                18.0     7.85   169.00   5.30    26.73   197.84     0.00
NGC3877                18.0     8.72   171.00   4.90    28.23   200.86     0.00
NGC3877                18.0     9.60   171.00   4.90    29.63   201.70     0.00
NGC3877                18.0    10.47   170.00   5.70    30.28   195.05     0.00
NGC3877                18.0    11.35   169.00   7.00    30.28   189.75     0.00
NGC3893                18.0     1.74   145.00   6.80    17.89   202.16     0.00
NGC3893                18.0     3.50   174.00   6.80    17.67   210.45     0.00
NGC3893                18.0     5.24   194.00   6.40    27.48   211.51     0.00
NGC3893                18.0     6.98   190.00   5.50    42.57   187.95     0.00
NGC3893                18.0     8.81   186.00   5.80    48.28   172.49     0.00
NGC3893                18.0    10.90   188.00   7.00    45.48   161.01     0.00
NGC3893                18.0    13.12   187.00   8.50    43.32   148.11     0.00
NGC3893                18.0    15.33   179.00  12.60    43.11   134.96     0.00
NGC3893                18.0    17.30   176.00  11.70    43.21   126.37     0.00
NGC3893                18.0    19.05   167.00  13.50    44.51   119.30     0.00
NGC3917                18.0     0.87    24.30   3.90     0.00    35.64     0.00
NGC3917                18.0     1.74    49.60   3.90     0.00    47.54     0.00
NGC3917                18.0     2.61    73.60   5.20     0.00    60.47     0.00
NGC3917                18.0     3.50   101.00   4.40     7.38    73.72     0.00
NGC3917                18.0     4.37   107.00   3.50    13.36    85.03     0.00
NGC3917                18.0     5.24   115.00   3.50    14.01    96.27     0.00
NGC3917                18.0     6.11   123.00   3.90    12.18   104.34     0.00
NGC3917                18.0     6.98   130.00   3.90    18.32   107.50     0.00
NGC3917                18.0     7.85   134.00   3.50    21.34   109.28     0.00
NGC3917                18.0     8.72   136.00   3.90    21.77   108.62     0.00
NGC3917                18.0     9.60   137.00   4.00    27.37   107.75     0.00
NGC3917                18.0    10.47   136.00   3.50    29.53   106.05     0.00
NGC3917                18.0    11.35   137.00   3.50    32.11   103.37     0.00
NGC3917                18.0    12.19   137.00   3.50    32.87   100.58     0.00
NGC3917                18.0    13.12   137.00   5.00    30.82    96.92     0.00
NGC3917                18.0    13.94   138.00   5.00    32.01    93.04     0.00
NGC3917                18.0    14.86   137.00   7.50    31.79    88.38     0.00
NGC3949                18.0     1.74   123.00   5.50     5.18   160.38     0.00
NGC3949                18.0     2.61   145.00   5.50    14.22   184.96     0.00
NGC3949                18.0     3.50   152.00   6.20    24.46   199.67     0.00
NGC3949                18.0     4.37   157.00   6.60    32.44   188.30     0.00
NGC3949                18.0     5.24   161.00   8.80    37.39   178.75     0.00
NGC3949                18.0     6.11   165.00  11.20    41.38   166.45     0.00
NGC3949                18.0     7.07   169.00  25.50    46.55   155.24     0.00
NGC3953                18.0     3.50   181.00   7.50     0.00   204.12     0.00
NGC3953                18.0     5.24   203.00   6.50     0.00   218.93     0.00
NGC3953                18.0     6.98   216.00   5.60     0.00   229.11     0.00
NGC3953                18.0     8.72   223.00   6.10     9.06   244.28     0.00
NGC3953                18.0    10.47   224.00   5.60    19.18   247.46     0.00
NGC3953                18.0    12.19   223.00   6.10    28.88   242.84     0.00
NGC3953                18.0    13.94   224.00   6.10    35.56   233.58     0.00
NGC3953                18.0    15.68   215.00   9.70    37.50   218.76     0.00
NGC3972                18.0     0.87    39.60   4.90     0.00    48.19     0.00
NGC3972                18.0     1.74    73.00   5.20     5.93    61.19     0.00
NGC3972                18.0     2.61    89.40   6.60     7.31    74.23     0.00
NGC3972                18.0     3.50   102.00   5.30    13.47    83.56     0.00
NGC3972                18.0     4.37   110.00   4.40    16.70    88.18     0.00
NGC3972                18.0     5.24   116.00   4.40    20.91    99.34     0.00
NGC3972                18.0     6.11   123.00   4.40    24.68   106.44     0.00
NGC3972                18.0     6.98   130.00   3.90    28.34   102.60     0.00
NGC3972                18.0     7.85   134.00   6.10    30.60    97.10     0.00
NGC3972                18.0     8.72   134.00   4.90    30.07    92.41     0.00
NGC3992                23.7     9.19   248.00   7.00     0.00   218.11     0.00
NGC3992                23.7    13.79   264.00   6.60     6.57   246.64     0.00
NGC3992                23.7    18.35   272.00   5.70    31.53   243.17     0.00
NGC3992                23.7    22.94   271.00   5.70    46.25   231.91     0.00
NGC3992                23.7    27.52   264.00   5.30    52.31   206.95     0.00
NGC3992                23.7    32.11   242.00   7.40    49.34   187.25     0.00
NGC3992                23.7    36.70   244.00   5.30    46.74   173.25     0.00
NGC3992                23.7    41.44   241.00   6.20    45.26   161.14     0.00
NGC3992                23.7    46.02   237.00   8.60    44.89   151.17     0.00
NGC4010                18.0     0.87    39.30   6.60     0.00    32.75     0.00
NGC4010                18.0     1.74    54.60   5.60    11.53    62.91     0.00
NGC4010                18.0     2.61    65.50   6.70    13.36    83.12     0.00
NGC4010                18.0     3.50    83.90   5.20    15.73    93.77     0.00
NGC4010                18.0     4.37    94.30   6.30    19.72    97.55     0.00
NGC4010                18.0     5.24   104.00   5.70    22.31    98.14     0.00
NGC4010                18.0     6.11   115.00   5.10    25.86    98.57     0.00
NGC4010                18.0     6.98   127.00   5.10    29.63    99.07     0.00
NGC4010                18.0     7.85   129.00   5.10    33.19    99.28     0.00
NGC4010                18.0     8.72   127.00   5.10    36.53    96.65     0.00
NGC4010                18.0     9.60   124.00   5.10    35.56    93.39     0.00
NGC4010                18.0    10.47   122.00   3.90    33.73    90.22     0.00
NGC4013                18.0     5.49   198.00  10.00     0.00   186.83     0.00
NGC4013                18.0     6.17   195.00   5.00    10.14   197.40     0.00
NGC4013                18.0     6.92   194.00   4.00    19.07   203.18     0.00
NGC4013                18.0     7.69   195.00   3.00    24.03   205.95     0.00
NGC4013                18.0     8.36   195.00   3.00    26.62   205.73     0.00
NGC4013                18.0     9.12   195.00   3.00    28.67   202.75     0.00
NGC4013                18.0     9.88   192.00   7.00    29.74   195.44     0.00
NGC4013                18.0    10.56   188.00   8.00    29.63   185.44     0.00
NGC4013                18.0    11.31   186.00   7.00    29.42   175.66     0.00
NGC4013                18.0    12.08   186.00   6.00    29.85   166.96     0.00
NGC4013                18.0    12.77   186.00   5.00    30.50   160.29     0.00
NGC4013                18.0    13.47   185.00   6.00    31.57   154.56     0.00
NGC4013                18.0    14.17   180.00  10.00    32.44   149.44     0.00
NGC4013                18.0    14.98   163.00   8.00    32.98   144.15     0.00
NGC4013                18.0    15.68   162.00   6.00    32.44   140.03     0.00
NGC4013                18.0    16.37   164.00   5.00    31.79   136.17     0.00
NGC4013                18.0    17.19   166.00   5.00    30.82   132.07     0.00
NGC4013                18.0    17.88   166.00   5.00    29.63   128.95     0.00
NGC4013                18.0    18.58   166.00   5.00    28.56   126.05     0.00
NGC4013                18.0    19.39   166.00   5.00    27.91   122.95     0.00
NGC4013                18.0    20.09   168.00   5.00    27.26   120.47     0.00
NGC4013                18.0    20.79   172.00   5.00    26.40   118.15     0.00
NGC4013                18.0    21.48   173.00   5.00    25.97   116.00     0.00
NGC4013                18.0    22.30   171.00   5.00    26.08   113.61     0.00
NGC4013                18.0    22.99   170.00   5.00    26.40   111.72     0.00
NGC4013                18.0    23.69   172.00   5.00    27.16   109.89     0.00
NGC4013                18.0    24.39   173.00   5.00    28.88   108.16     0.00
NGC4013                18.0    25.20   176.00   5.00    30.17   106.26     0.00
NGC4013                18.0    25.90   178.00   5.00    29.96   104.71     0.00
NGC4013                18.0    26.59   180.00   6.00    29.63   103.24     0.00
NGC4013                18.0    27.41   180.00   8.00    29.10   101.58     0.00
NGC4013                18.0    28.10   180.00   5.00    28.45   100.24     0.00
NGC4013                18.0    28.80   180.00   5.00    28.02    98.94     0.00
NGC4013                18.0    29.61   178.00   5.00    27.59    97.50     0.00
NGC4013                18.0    30.31   174.00   5.00    27.59    96.31     0.00
NGC4013                18.0    31.01   170.00  10.00    26.19    95.16     0.00
NGC4051                18.0     1.74   121.00  14.80     0.00   169.00     0.00
NGC4051                18.0     3.50   116.00   7.80     0.00   138.74     0.00
NGC4051                18.0     5.24   140.00   7.00     9.08   151.11     0.00
NGC4051                18.0     6.98   160.00   6.60    18.43   181.17     0.00
NGC4051                18.0     8.72   161.00   5.20    29.10   195.63     0.00
NGC4051                18.0    10.47   154.00   7.40    34.92   181.53     0.00
NGC4051                18.0    12.19   153.00   9.80    38.79   169.17     0.00
NGC4068                 4.4     0.21     4.68   3.65     0.92     6.84     0.00
NGC4068                 4.4     0.64    13.10   3.44     4.01    16.70     0.00
NGC4068                 4.4     1.06    22.50   2.45     7.70    21.47     0.00
NGC4068                 4.4     1.48    30.40   1.71    12.50    23.36     0.00
NGC4068                 4.4     1.91    36.00   1.70    17.24    23.95     0.00
NGC4068                 4.4     2.33    41.90   4.97    19.86    22.61     0.00
NGC4085                18.0     0.87    42.20   7.30     0.00    94.80     0.00
NGC4085                18.0     1.74    79.90   5.90    11.42   129.33     0.00
NGC4085                18.0     2.71   112.00   6.20    11.32   142.76     0.00
