# APERTIF DR1 Rotation Curves (SPARC-compatible format)
# Generated for TMT calibration
#
# Columns: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
APERTIF_J001092         8.5     0.40    57.08   5.98     9.58    10.25     0.33
APERTIF_J001092         8.5     0.73    74.88  12.03    14.09    15.07     0.16
APERTIF_J001092         8.5     1.07    48.58  14.57    16.59    17.75     0.06
APERTIF_J001092         8.5     1.40    60.64  12.53    18.11    19.38     0.02
APERTIF_J001092         8.5     1.74    61.07   7.74    19.11    20.45     0.01
APERTIF_J001092         8.5     2.07    42.38   7.90    19.81    21.20     0.00
APERTIF_J001092         8.5     2.40    56.66   9.53    20.33    21.75     0.00
APERTIF_J001092         8.5     2.74    49.87  11.42    20.72    22.17     0.00
APERTIF_J001092         8.5     3.07    60.54   9.15    21.04    22.51     0.00
APERTIF_J001092         8.5     3.41    68.56  10.34    21.29    22.78     0.00
APERTIF_J001092         8.5     3.74    58.90   7.52    21.50    23.00     0.00
APERTIF_J001092         8.5     4.08    47.51  11.59    21.68    23.19     0.00
APERTIF_J001101        50.2     0.40   145.54  14.28    11.23     8.80     0.76
APERTIF_J001101        50.2     1.74   140.76  14.99    37.18    29.13     0.51
APERTIF_J001101        50.2     3.09   116.95  16.03    48.41    37.92     0.13
APERTIF_J001101        50.2     4.43   155.07  11.25    53.90    42.22     0.03
APERTIF_J001101        50.2     5.78   126.23  15.94    57.05    44.69     0.01
APERTIF_J001101        50.2     7.12   144.78  15.67    59.08    46.28     0.00
APERTIF_J001101        50.2     8.46   151.29  11.13    60.48    47.38     0.00
APERTIF_J001101        50.2     9.81   131.58  14.91    61.52    48.19     0.00
APERTIF_J001101        50.2    11.15   139.81  13.50    62.31    48.81     0.00
APERTIF_J001101        50.2    12.50   130.67  16.53    62.93    49.29     0.00
APERTIF_J001101        50.2    13.84   136.89  14.68    63.43    49.69     0.00
APERTIF_J001103         7.7     0.40   114.20  11.91    15.05    13.43     0.66
APERTIF_J001103         7.7     0.84   102.75  11.09    25.83    23.06     0.39
APERTIF_J001103         7.7     1.28   109.68  13.60    31.88    28.46     0.17
APERTIF_J001103         7.7     1.72   111.19  14.04    35.49    31.68     0.06
APERTIF_J001103         7.7     2.16   102.57  12.16    37.82    33.76     0.02
APERTIF_J001103         7.7     2.61   102.67   9.70    39.44    35.20     0.01
APERTIF_J001103         7.7     3.05    77.52  12.30    40.62    36.25     0.00
APERTIF_J001103         7.7     3.49   107.28  11.76    41.51    37.05     0.00
APERTIF_J001103         7.7     3.93    89.27   9.87    42.21    37.68     0.00
APERTIF_J001103         7.7     4.37   115.93  18.34    42.78    38.18     0.00
APERTIF_J001103         7.7     4.81   106.50   7.95    43.24    38.60     0.00
APERTIF_J001103         7.7     5.25   110.22   8.68    43.63    38.94     0.00
APERTIF_J001103         7.7     5.69   109.86   4.20    43.96    39.24     0.00
APERTIF_J001103         7.7     6.14    93.46  16.01    44.24    39.49     0.00
APERTIF_J001103         7.7     6.58   106.34  12.08    44.49    39.71     0.00
APERTIF_J001105         8.8     0.40    69.42  11.78    10.33    11.42     0.34
APERTIF_J001105         8.8     0.67    47.44  11.80    14.35    15.86     0.19
APERTIF_J001105         8.8     0.94    68.34  10.49    16.79    18.55     0.09
APERTIF_J001105         8.8     1.21    61.30  10.57    18.36    20.28     0.04
APERTIF_J001105         8.8     1.48    60.39   5.86    19.43    21.47     0.02
APERTIF_J001105         8.8     1.75    70.23   9.83    20.20    22.32     0.01
APERTIF_J001105         8.8     2.02    86.73   8.52    20.79    22.96     0.00
APERTIF_J001105         8.8     2.29    59.65  10.57    21.24    23.46     0.00
APERTIF_J001105         8.8     2.56    64.61   5.83    21.60    23.86     0.00
APERTIF_J001105         8.8     2.83    55.22   9.27    21.89    24.19     0.00
APERTIF_J001105         8.8     3.10    50.66  13.70    22.14    24.46     0.00
APERTIF_J001105         8.8     3.37    69.31   9.99    22.34    24.69     0.00
APERTIF_J001105         8.8     3.64    67.06   3.00    22.52    24.88     0.00
APERTIF_J001105         8.8     3.91    72.18   9.14    22.67    25.05     0.00
APERTIF_J001105         8.8     4.18    78.99   9.37    22.81    25.20     0.00
APERTIF_J001105         8.8     4.45    76.19  10.36    22.92    25.33     0.00
APERTIF_J001111        12.3     0.40    65.78   9.52     9.45    10.86     0.30
APERTIF_J001111        12.3     0.49    69.85  10.38    10.88    12.50     0.25
APERTIF_J001111        12.3     0.58    52.05   7.55    12.07    13.87     0.19
APERTIF_J001111        12.3     0.68    64.09  10.92    13.06    15.01     0.15
APERTIF_J001111        12.3     0.77    52.88   8.57    13.89    15.96     0.11
APERTIF_J001111        12.3     0.86    51.71   6.93    14.59    16.77     0.09
APERTIF_J001111        12.3     0.95    51.15   7.96    15.18    17.45     0.06
APERTIF_J001111        12.3     1.05    40.84   8.46    15.69    18.04     0.05
APERTIF_J001111        12.3     1.14    59.92   7.14    16.14    18.55     0.03
APERTIF_J001111        12.3     1.23    55.77   3.65    16.52    19.00     0.03
APERTIF_J001111        12.3     1.32    67.37  10.17    16.86    19.39     0.02
APERTIF_J001111        12.3     1.41    56.98  12.74    17.16    19.73     0.01
APERTIF_J001111        12.3     1.51    54.12  10.46    17.43    20.04     0.01
APERTIF_J001111        12.3     1.60    48.11  12.87    17.67    20.32     0.01
APERTIF_J001111        12.3     1.69    53.66  13.70    17.89    20.56     0.01
APERTIF_J001111        12.3     1.78    55.34  10.90    18.08    20.79     0.00
APERTIF_J001111        12.3     1.87    66.36   6.92    18.26    20.99     0.00
APERTIF_J001111        12.3     1.97    46.80   7.47    18.42    21.18     0.00
APERTIF_J001111        12.3     2.06    59.94  11.25    18.57    21.35     0.00
APERTIF_J001111        12.3     2.15    68.12   8.22    18.71    21.50     0.00
APERTIF_J001111        12.3     2.24    60.72   9.08    18.83    21.65     0.00
APERTIF_J001111        12.3     2.34    52.53   6.95    18.95    21.78     0.00
APERTIF_J001111        12.3     2.43    57.06  10.97    19.05    21.90     0.00
APERTIF_J001111        12.3     2.52    69.98  10.59    19.15    22.02     0.00
APERTIF_J001120        47.3     0.40   143.90  10.91     9.88     7.70     0.70
APERTIF_J001120        47.3     1.88   134.87  10.60    35.67    27.78     0.53
APERTIF_J001120        47.3     3.36   128.65  15.94    47.03    36.63     0.14
APERTIF_J001120        47.3     4.84   130.67  12.72    52.58    40.96     0.03
APERTIF_J001120        47.3     6.31   160.72  15.07    55.78    43.45     0.01
APERTIF_J001120        47.3     7.79   122.84  13.49    57.82    45.05     0.00
APERTIF_J001120        47.3     9.27   151.16   8.49    59.25    46.15     0.00
APERTIF_J001120        47.3    10.75   129.05  13.24    60.29    46.96     0.00
APERTIF_J001120        47.3    12.23   164.98  16.66    61.08    47.58     0.00
APERTIF_J001120        47.3    13.71   126.01  13.21    61.71    48.07     0.00
APERTIF_J001120        47.3    15.18   124.98  13.08    62.22    48.47     0.00
APERTIF_J001121        91.7     0.40    95.46   7.94    13.11    11.15     0.64
APERTIF_J001121        91.7     0.93   100.41  12.36    24.85    21.14     0.40
APERTIF_J001121        91.7     1.47    81.61  10.22    31.27    26.60     0.16
APERTIF_J001121        91.7     2.00    89.15  12.48    34.98    29.76     0.06
APERTIF_J001121        91.7     2.53   107.11  12.00    37.34    31.77     0.02
APERTIF_J001121        91.7     3.07   109.43  15.32    38.95    33.14     0.01
APERTIF_J001121        91.7     3.60   118.52  11.71    40.11    34.13     0.00
APERTIF_J001121        91.7     4.13   107.99   8.52    40.99    34.87     0.00
APERTIF_J001121        91.7     4.67    83.68  13.57    41.67    35.45     0.00
APERTIF_J001121        91.7     5.20   119.69  11.75    42.22    35.92     0.00
APERTIF_J001121        91.7     5.73    87.15  13.96    42.67    36.30     0.00
APERTIF_J001121        91.7     6.27   119.83  11.89    43.04    36.62     0.00
APERTIF_J001121        91.7     6.80    97.57  10.73    43.36    36.89     0.00
APERTIF_J001121        91.7     7.33   131.65  14.26    43.63    37.12     0.00
APERTIF_J001121        91.7     7.87   111.75  13.13    43.86    37.32     0.00
APERTIF_J001121        91.7     8.40   154.03  19.51    44.07    37.49     0.00
APERTIF_J001127        23.0     0.40   101.29   7.00    11.27     9.22     0.61
APERTIF_J001127        23.0     0.90   122.04  16.26    21.69    17.75     0.49
APERTIF_J001127        23.0     1.39    99.14  12.47    28.21    23.08     0.26
APERTIF_J001127        23.0     1.89   100.75  14.96    32.30    26.43     0.13
APERTIF_J001127        23.0     2.38   109.31  12.47    35.02    28.65     0.06
APERTIF_J001127        23.0     2.88   117.16  15.58    36.92    30.21     0.02
APERTIF_J001127        23.0     3.37    93.40   7.99    38.32    31.36     0.01
APERTIF_J001127        23.0     3.87    72.59  11.66    39.39    32.23     0.00
APERTIF_J001127        23.0     4.37   100.99  13.28    40.23    32.92     0.00
APERTIF_J001127        23.0     4.86    84.04  15.67    40.90    33.47     0.00
APERTIF_J001127        23.0     5.36    93.19  12.36    41.46    33.92     0.00
APERTIF_J001127        23.0     5.85    80.36   9.73    41.92    34.30     0.00
APERTIF_J001127        23.0     6.35    93.08  11.72    42.32    34.63     0.00
APERTIF_J001127        23.0     6.84    82.47  10.93    42.65    34.90     0.00
APERTIF_J001129        51.1     0.40    64.23   7.66     9.86     9.50     0.38
APERTIF_J001129        51.1     0.62    72.64  10.15    13.50    13.01     0.29
APERTIF_J001129        51.1     0.83    45.83  10.86    16.11    15.52     0.19
APERTIF_J001129        51.1     1.05    69.28  12.87    17.99    17.33     0.11
APERTIF_J001129        51.1     1.26    56.28  10.66    19.38    18.67     0.07
APERTIF_J001129        51.1     1.48    70.67  10.02    20.44    19.69     0.04
APERTIF_J001129        51.1     1.69    66.81  10.87    21.27    20.48     0.02
APERTIF_J001129        51.1     1.91    59.88  11.81    21.93    21.12     0.01
APERTIF_J001129        51.1     2.12    79.71   9.44    22.47    21.64     0.01
APERTIF_J001129        51.1     2.34    57.83   8.93    22.91    22.07     0.00
APERTIF_J001129        51.1     2.55    69.50   6.73    23.29    22.43     0.00
APERTIF_J001129        51.1     2.77    54.80  10.51    23.61    22.74     0.00
APERTIF_J001129        51.1     2.98    48.32  11.36    23.89    23.01     0.00
APERTIF_J001129        51.1     3.20    81.85  10.71    24.13    23.24     0.00
APERTIF_J001129        51.1     3.41    72.06   5.90    24.34    23.45     0.00
APERTIF_J001133        23.0     0.40   105.66  12.30     9.77     7.63     0.68
APERTIF_J001133        23.0     1.00   120.48  12.99    22.32    17.43     0.79
APERTIF_J001133        23.0     1.60   100.22  17.34    31.40    24.52     0.57
APERTIF_J001133        23.0     2.20   138.65  12.89    37.67    29.41     0.35
APERTIF_J001133        23.0     2.80   116.36  13.12    42.06    32.84     0.20
APERTIF_J001133        23.0     3.41   142.26  11.97    45.24    35.33     0.11
APERTIF_J001133        23.0     4.01   138.73  11.58    47.62    37.18     0.06
APERTIF_J001133        23.0     4.61   140.26  12.60    49.46    38.62     0.03
APERTIF_J001133        23.0     5.21   126.78  14.99    50.91    39.75     0.02
APERTIF_J001133        23.0     5.81   157.32  20.95    52.08    40.67     0.01
APERTIF_J001133        23.0     6.41   119.99  11.31    53.05    41.43     0.00
APERTIF_J001133        23.0     7.01   133.19  12.13    53.87    42.06     0.00
APERTIF_J001133        23.0     7.61   123.05  11.79    54.56    42.60     0.00
APERTIF_J001133        23.0     8.21   132.02  16.03    55.15    43.06     0.00
APERTIF_J001133        23.0     8.82   132.46  10.81    55.67    43.47     0.00
APERTIF_J001133        23.0     9.42   125.36   9.89    56.12    43.82     0.00
APERTIF_J001133        23.0    10.02   124.80  14.02    56.52    44.13     0.00
APERTIF_J001133        23.0    10.62   123.48  11.76    56.87    44.41     0.00
APERTIF_J001133        23.0    11.22   132.63   9.06    57.19    44.65     0.00
APERTIF_J001133        23.0    11.82   102.72  17.43    57.47    44.88     0.00
APERTIF_J001133        23.0    12.42   119.09   9.27    57.73    45.08     0.00
APERTIF_J001133        23.0    13.02   134.35  17.20    57.97    45.26     0.00
APERTIF_J001133        23.0    13.63   118.34  12.63    58.18    45.43     0.00
APERTIF_J001137         7.4     0.40    87.98   9.98    12.42    10.47     0.62
APERTIF_J001137         7.4     0.94    92.66   9.92    23.87    20.14     0.39
APERTIF_J001137         7.4     1.48    98.91  11.98    30.18    25.46     0.16
APERTIF_J001137         7.4     2.03   101.49  13.18    33.85    28.55     0.06
APERTIF_J001137         7.4     2.57    97.35   7.97    36.17    30.52     0.02
APERTIF_J001137         7.4     3.11    82.54  10.99    37.76    31.86     0.01
APERTIF_J001137         7.4     3.65    93.88  13.92    38.91    32.83     0.00
APERTIF_J001137         7.4     4.20    89.15  10.63    39.78    33.56     0.00
APERTIF_J001137         7.4     4.74   104.59  13.41    40.45    34.13     0.00
APERTIF_J001137         7.4     5.28   113.98  11.87    40.99    34.58     0.00
APERTIF_J001137         7.4     5.82   104.79  13.93    41.44    34.96     0.00
APERTIF_J001137         7.4     6.37   100.66  13.02    41.80    35.27     0.00
APERTIF_J001148        49.6     0.40   125.23  11.18    11.31     8.99     0.69
APERTIF_J001148        49.6     0.94   125.96  10.26    23.54    18.72     0.66
APERTIF_J001148        49.6     1.48   126.79  13.29    31.70    25.21     0.41
APERTIF_J001148        49.6     2.02   114.70   8.41    37.04    29.46     0.22
APERTIF_J001148        49.6     2.56   120.91  12.42    40.65    32.33     0.11
APERTIF_J001148        49.6     3.11   114.47  15.48    43.22    34.37     0.05
APERTIF_J001148        49.6     3.65   123.67  11.24    45.11    35.88     0.03
APERTIF_J001148        49.6     4.19   131.67  12.67    46.56    37.03     0.01
APERTIF_J001148        49.6     4.73   109.16  14.69    47.70    37.94     0.01
APERTIF_J001148        49.6     5.27   127.41  16.16    48.63    38.67     0.00
APERTIF_J001148        49.6     5.81   121.13  12.47    49.39    39.28     0.00
APERTIF_J001148        49.6     6.35   116.43  16.14    50.02    39.78     0.00
APERTIF_J001148        49.6     6.89    91.65  17.17    50.56    40.21     0.00
APERTIF_J001148        49.6     7.43   131.35  11.45    51.02    40.58     0.00
APERTIF_J001148        49.6     7.98   114.72  11.47    51.42    40.90     0.00
APERTIF_J001148        49.6     8.52   141.43  13.25    51.77    41.18     0.00
APERTIF_J001148        49.6     9.06   117.60  15.83    52.08    41.42     0.00
APERTIF_J001148        49.6     9.60   124.49  15.97    52.36    41.64     0.00
APERTIF_J001148        49.6    10.14   132.23  14.89    52.61    41.84     0.00
APERTIF_J001148        49.6    10.68   131.08  14.64    52.83    42.02     0.00
APERTIF_J001148        49.6    11.22   102.47  14.61    53.03    42.18     0.00
APERTIF_J001148        49.6    11.76   140.84  15.83    53.21    42.32     0.00
APERTIF_J001157        24.3     0.40    61.90  15.65    12.00    10.32     0.57
APERTIF_J001157        24.3     1.25    86.25  10.71    26.28    22.59     0.20
APERTIF_J001157        24.3     2.10    86.12  11.79    31.85    27.38     0.04
APERTIF_J001157        24.3     2.95    88.48  12.33    34.56    29.71     0.01
APERTIF_J001157        24.3     3.80    80.74  16.66    36.13    31.06     0.00
APERTIF_J001157        24.3     4.65    79.63  12.14    37.15    31.94     0.00
APERTIF_J001157        24.3     5.50    95.59   9.49    37.86    32.55     0.00
APERTIF_J001157        24.3     6.36    99.52  10.73    38.39    33.00     0.00
APERTIF_J001166         6.8     0.40   128.04  17.28    10.27     8.01     0.73
APERTIF_J001166         6.8     1.97   136.74  15.17    38.03    29.64     0.50
APERTIF_J001166         6.8     3.55   147.06  15.02    49.58    38.63     0.12
APERTIF_J001166         6.8     5.12   133.63  18.60    55.08    42.92     0.02
APERTIF_J001166         6.8     6.69   143.51  12.45    58.20    45.35     0.00
APERTIF_J001166         6.8     8.27   148.59  15.37    60.19    46.91     0.00
APERTIF_J001166         6.8     9.84   179.33  15.15    61.57    47.98     0.00
APERTIF_J001166         6.8    11.42   133.13  16.36    62.58    48.77     0.00
APERTIF_J001166         6.8    12.99   145.41  13.22    63.35    49.36     0.00
APERTIF_J001166         6.8    14.56   143.26  12.20    63.95    49.84     0.00
APERTIF_J001166         6.8    16.14   148.00  14.87    64.44    50.22     0.00
APERTIF_J001169        12.1     0.40    82.34  10.83    11.81    10.81     0.50
APERTIF_J001169        12.1     0.69    81.27   8.58    17.64    16.14     0.36
APERTIF_J001169        12.1     0.97    80.25   9.70    21.54    19.72     0.21
APERTIF_J001169        12.1     1.26    83.97   8.68    24.19    22.15     0.11
APERTIF_J001169        12.1     1.54    95.44  10.09    26.07    23.86     0.06
APERTIF_J001169        12.1     1.83    68.48  11.82    27.45    25.12     0.03
APERTIF_J001169        12.1     2.11    86.82   9.40    28.49    26.08     0.01
APERTIF_J001169        12.1     2.40    79.45  10.28    29.31    26.83     0.01
APERTIF_J001169        12.1     2.69    91.10  11.97    29.97    27.44     0.00
APERTIF_J001169        12.1     2.97    54.95  15.18    30.51    27.93     0.00
APERTIF_J001169        12.1     3.26    74.08   7.51    30.96    28.34     0.00
APERTIF_J001169        12.1     3.54    84.08  14.78    31.34    28.69     0.00
APERTIF_J001169        12.1     3.83    75.62   7.95    31.67    28.99     0.00
APERTIF_J001169        12.1     4.11    95.25   9.81    31.95    29.25     0.00
APERTIF_J001169        12.1     4.40    75.40  11.45    32.19    29.47     0.00
APERTIF_J001169        12.1     4.68    84.30  11.61    32.41    29.67     0.00
APERTIF_J001169        12.1     4.97    77.82  14.55    32.60    29.84     0.00
APERTIF_J001169        12.1     5.26    84.24  11.82    32.77    30.00     0.00
APERTIF_J001169        12.1     5.54    59.79  11.09    32.93    30.14     0.00
APERTIF_J001169        12.1     5.83    78.61  12.30    33.07    30.27     0.00
APERTIF_J001169        12.1     6.11    76.02  13.12    33.19    30.39     0.00
APERTIF_J001169        12.1     6.40    71.92   8.93    33.31    30.49     0.00
APERTIF_J001169        12.1     6.68    93.39  12.59    33.41    30.59     0.00
APERTIF_J001176        15.5     0.40    49.71   7.90     7.76     7.80     0.29
APERTIF_J001176        15.5     0.57    57.56   9.03    10.00    10.05     0.22
APERTIF_J001176        15.5     0.74    47.75  12.97    11.68    11.74     0.15
APERTIF_J001176        15.5     0.91    24.91   9.72    12.96    13.03     0.10
APERTIF_J001176        15.5     1.08    51.95   8.85    13.95    14.02     0.07
APERTIF_J001176        15.5     1.25    38.70  10.56    14.72    14.79     0.04
APERTIF_J001176        15.5     1.41    40.61   9.93    15.34    15.41     0.03
APERTIF_J001176        15.5     1.58    58.05  10.81    15.84    15.92     0.02
APERTIF_J001176        15.5     1.75    49.21  14.37    16.26    16.34     0.01
APERTIF_J001176        15.5     1.92    25.34  13.78    16.61    16.70     0.01
APERTIF_J001176        15.5     2.09    40.01  13.26    16.91    17.00     0.00
APERTIF_J001176        15.5     2.26    34.47   9.30    17.17    17.26     0.00
APERTIF_J001176        15.5     2.43    50.21   4.62    17.39    17.48     0.00
APERTIF_J001176        15.5     2.60    55.65   6.29    17.59    17.68     0.00
APERTIF_J001176        15.5     2.77    49.56   6.32    17.76    17.85     0.00
APERTIF_J001176        15.5     2.94    58.96   8.14    17.92    18.01     0.00
APERTIF_J001176        15.5     3.11    61.56  11.54    18.05    18.15     0.00
APERTIF_J001176        15.5     3.28    53.45  10.65    18.18    18.27     0.00
APERTIF_J001176        15.5     3.44    36.30   8.57    18.29    18.38     0.00
APERTIF_J001176        15.5     3.61    38.60  11.90    18.39    18.49     0.00
APERTIF_J001176        15.5     3.78    33.96   7.79    18.49    18.58     0.00
APERTIF_J001176        15.5     3.95    43.25   9.31    18.57    18.67     0.00
APERTIF_J001176        15.5     4.12    54.92   8.21    18.65    18.75     0.00
APERTIF_J001180         7.6     0.40   141.86  18.05    12.93    10.37     0.76
APERTIF_J001180         7.6     0.89   138.01  18.07    25.46    20.44     0.69
APERTIF_J001180         7.6     1.38   174.52  15.54    33.86    27.18     0.43
APERTIF_J001180         7.6     1.87   129.18  17.55    39.39    31.61     0.23
APERTIF_J001180         7.6     2.37   143.48  17.36    43.16    34.64     0.12
APERTIF_J001180         7.6     2.86   112.85  14.73    45.85    36.80     0.06
APERTIF_J001180         7.6     3.35   149.81  16.35    47.85    38.40     0.03
APERTIF_J001180         7.6     3.84   139.49  18.02    49.39    39.63     0.01
APERTIF_J001180         7.6     4.33   131.63  17.61    50.60    40.61     0.01
APERTIF_J001180         7.6     4.82   142.11  10.93    51.58    41.39     0.00
APERTIF_J001180         7.6     5.32   115.48  12.78    52.38    42.04     0.00
APERTIF_J001180         7.6     5.81   118.38  14.55    53.06    42.58     0.00
APERTIF_J001180         7.6     6.30   123.89  13.69    53.64    43.04     0.00
APERTIF_J001180         7.6     6.79   123.30  13.41    54.13    43.44     0.00
APERTIF_J001180         7.6     7.28   111.67  15.11    54.56    43.79     0.00
APERTIF_J001192        58.5     0.40   142.65  13.01    10.24     8.04     0.68
APERTIF_J001192        58.5     0.91   149.44  15.78    21.44    16.82     0.76
APERTIF_J001192        58.5     1.43   112.80  18.77    29.72    23.32     0.57
APERTIF_J001192        58.5     1.94   130.94  12.21    35.59    27.92     0.36
APERTIF_J001192        58.5     2.45   123.88  13.70    39.79    31.21     0.22
APERTIF_J001192        58.5     2.97   131.27   7.70    42.87    33.63     0.12
APERTIF_J001192        58.5     3.48   111.47  16.80    45.20    35.46     0.07
APERTIF_J001192        58.5     4.00   147.73  16.07    47.02    36.89     0.04
APERTIF_J001192        58.5     4.51   140.00  13.41    48.46    38.02     0.02
APERTIF_J001192        58.5     5.02   114.47  14.61    49.64    38.94     0.01
APERTIF_J001192        58.5     5.54   113.53  21.37    50.61    39.71     0.01
APERTIF_J001192        58.5     6.05   119.99   8.26    51.43    40.35     0.00
APERTIF_J001192        58.5     6.56   129.51   8.46    52.13    40.90     0.00
APERTIF_J001192        58.5     7.08   132.54  13.18    52.73    41.37     0.00
APERTIF_J001200        49.1     0.40   113.34  15.83    10.91     8.68     0.67
APERTIF_J001200        49.1     0.96   114.61  14.98    23.04    18.32     0.63
APERTIF_J001200        49.1     1.52   121.83   8.89    31.02    24.67     0.38
APERTIF_J001200        49.1     2.08   123.66  16.11    36.17    28.76     0.20
APERTIF_J001200        49.1     2.64   133.27  10.65    39.62    31.51     0.10
APERTIF_J001200        49.1     3.20   121.44  15.72    42.06    33.45     0.04
APERTIF_J001200        49.1     3.76   124.23  10.99    43.86    34.88     0.02
APERTIF_J001200        49.1     4.32   117.39  16.71    45.23    35.97     0.01
APERTIF_J001200        49.1     4.88   124.24  12.36    46.31    36.83     0.00
APERTIF_J001200        49.1     5.44   130.92  16.38    47.18    37.52     0.00
APERTIF_J001200        49.1     6.00   113.28  12.99    47.90    38.09     0.00
APERTIF_J001200        49.1     6.56   122.24  15.58    48.49    38.56     0.00
APERTIF_J001200        49.1     7.11   135.85  10.77    49.00    38.97     0.00
APERTIF_J001200        49.1     7.67   120.36   6.74    49.43    39.31     0.00
APERTIF_J001200        49.1     8.23   113.18   9.46    49.81    39.61     0.00
APERTIF_J001200        49.1     8.79   124.58  12.07    50.14    39.87     0.00
APERTIF_J001200        49.1     9.35   119.44  14.40    50.43    40.11     0.00
APERTIF_J001200        49.1     9.91   134.22  16.86    50.69    40.31     0.00
APERTIF_J001203        26.3     0.40   108.59  12.25    11.88     9.65     0.67
APERTIF_J001203        26.3     0.82    98.68  15.81    21.74    17.66     0.59
APERTIF_J001203        26.3     1.25    95.18   6.83    28.50    23.15     0.38
APERTIF_J001203        26.3     1.67   122.58  16.09    33.06    26.85     0.21
APERTIF_J001203        26.3     2.09   112.50   9.45    36.23    29.43     0.11
APERTIF_J001203        26.3     2.52   127.53  12.84    38.53    31.30     0.06
APERTIF_J001203        26.3     2.94   109.70  11.17    40.25    32.70     0.03
APERTIF_J001203        26.3     3.37   103.11   7.66    41.59    33.78     0.01
APERTIF_J001203        26.3     3.79   110.61  11.80    42.65    34.64     0.01
APERTIF_J001203        26.3     4.21   123.94  12.53    43.51    35.34     0.00
APERTIF_J001203        26.3     4.64    88.41  12.27    44.22    35.92     0.00
APERTIF_J001203        26.3     5.06   100.56  12.96    44.82    36.40     0.00
APERTIF_J001203        26.3     5.48   103.76  11.24    45.32    36.82     0.00
APERTIF_J001203        26.3     5.91   118.28  10.75    45.76    37.17     0.00
APERTIF_J001212        23.6     0.40    95.86   9.35    11.67     9.72     0.60
APERTIF_J001212        23.6     1.03    96.42  13.25    24.05    20.03     0.37
APERTIF_J001212        23.6     1.66   105.11  14.69    30.47    25.38     0.14
APERTIF_J001212        23.6     2.29    76.06  12.57    34.06    28.37     0.04
APERTIF_J001212        23.6     2.92    84.02  11.93    36.28    30.22     0.01
APERTIF_J001212        23.6     3.56    98.00  15.37    37.77    31.46     0.00
APERTIF_J001212        23.6     4.19    91.65  11.68    38.84    32.35     0.00
APERTIF_J001212        23.6     4.82    93.00  12.51    39.64    33.02     0.00
APERTIF_J001212        23.6     5.45    86.13  13.60    40.27    33.54     0.00
APERTIF_J001212        23.6     6.08    92.83  11.11    40.76    33.95     0.00
APERTIF_J001213       103.4     0.40    85.05  13.54    10.68     9.66     0.46
APERTIF_J001213       103.4     0.69    56.93  10.76    16.12    14.58     0.34
APERTIF_J001213       103.4     0.98    67.78   8.67    19.77    17.88     0.20
APERTIF_J001213       103.4     1.27    65.17  12.82    22.26    20.13     0.11
APERTIF_J001213       103.4     1.56    70.70  10.82    24.01    21.72     0.06
APERTIF_J001213       103.4     1.85   102.67  13.90    25.31    22.89     0.03
APERTIF_J001213       103.4     2.15    72.75   9.81    26.29    23.78     0.01
APERTIF_J001213       103.4     2.44    89.18  12.06    27.06    24.47     0.01
APERTIF_J001213       103.4     2.73    68.72   9.87    27.67    25.03     0.00
APERTIF_J001213       103.4     3.02    69.79   6.43    28.18    25.49     0.00
APERTIF_J001213       103.4     3.31    73.41  10.08    28.60    25.87     0.00
APERTIF_J001213       103.4     3.60    85.25  14.24    28.95    26.19     0.00
APERTIF_J001213       103.4     3.89    54.63   9.64    29.26    26.47     0.00
APERTIF_J001213       103.4     4.18    66.00  10.10    29.52    26.70     0.00
APERTIF_J001213       103.4     4.47    86.62  16.49    29.75    26.91     0.00
APERTIF_J001213       103.4     4.76    74.48  10.46    29.96    27.10     0.00
APERTIF_J001226         5.4     0.40    72.28  10.19    10.97    13.26     0.33
APERTIF_J001226         5.4     0.52    64.27   4.52    12.94    15.64     0.25
APERTIF_J001226         5.4     0.63    57.14  11.57    14.49    17.51     0.18
APERTIF_J001226         5.4     0.75    78.34  11.11    15.70    18.98     0.12
APERTIF_J001226         5.4     0.86    62.01   6.10    16.68    20.15     0.08
APERTIF_J001226         5.4     0.98    65.49   6.79    17.47    21.11     0.06
APERTIF_J001226         5.4     1.09    74.15   9.58    18.12    21.90     0.04
APERTIF_J001226         5.4     1.21    82.48  11.14    18.67    22.56     0.02
APERTIF_J001226         5.4     1.33    66.31   8.94    19.13    23.12     0.02
APERTIF_J001226         5.4     1.44    60.36  10.55    19.52    23.60     0.01
APERTIF_J001226         5.4     1.56    69.62   8.78    19.87    24.01     0.01
APERTIF_J001226         5.4     1.67    62.15  12.09    20.17    24.37     0.00
APERTIF_J001226         5.4     1.79    64.76  10.01    20.43    24.69     0.00
APERTIF_J001226         5.4     1.91    62.56  12.88    20.66    24.97     0.00
APERTIF_J001226         5.4     2.02    69.60  12.36    20.87    25.22     0.00
APERTIF_J001226         5.4     2.14    64.84  11.04    21.05    25.44     0.00
APERTIF_J001227        64.9     0.40   102.53   8.64    10.27     8.26     0.60
APERTIF_J001227        64.9     1.06    99.95   8.23    22.74    18.31     0.45
APERTIF_J001227        64.9     1.73    87.14  13.49    29.82    24.00     0.21
APERTIF_J001227        64.9     2.39   103.39   9.86    33.93    27.32     0.08
APERTIF_J001227        64.9     3.05   103.59  11.66    36.53    29.41     0.03
APERTIF_J001227        64.9     3.72   100.43  15.32    38.30    30.83     0.01
